Name                  RAJ2000     DEJ2000    Umag    Bmag    Vmag    Imag    Jmag    Hmag    Ksmag   [3.6]   [4.5]   [5.8]   [8.0]  Class                           
                        deg         deg       mag     mag     mag     mag     mag     mag     mag     mag     mag     mag     mag                                   

lmc1-929            082.408501  -70.963806  13.209  14.232  14.331  14.671  14.745  14.815  14.850  14.907  14.957  99.999  99.999  O8.5 V                          
lmc1-507            082.464752  -71.075722  13.049  13.936  14.132  14.373  14.655  14.747  14.874  14.883  14.900  99.999  99.999  O8 V                            
NGC2004-058         082.521377  -67.312729  13.821  14.746  14.828  14.709  14.565  14.135  14.106  13.995  13.989  14.069  14.056  O9.5 V                          
lmc1-493            082.546753  -71.079582  14.173  14.935  14.993  14.961  14.954  14.919  14.998  14.893  14.957  99.999  99.999  O9 V                            
lmc1-390            082.594498  -71.105385  13.569  14.387  14.547  14.713  14.753  14.842  15.016  14.988  15.067  99.999  99.999  O8 V                            
lmc1-584            082.602753  -71.062393  13.520  14.392  14.609  14.812  15.006  15.076  15.168  15.035  15.093  99.999  99.999  O7 V                            
lmc1-541            082.652580  -71.071052  13.559  14.348  14.524  14.648  14.753  14.784  14.705  14.783  14.826  14.826  99.999  O9 V                            
BI 185              082.666794  -71.287026  13.264  14.082  14.263  14.382  14.587  14.640  14.711  14.725  14.770  14.628  99.999  O9 V                            
lmc1-642            082.710960  -71.046669  13.251  14.111  14.366  14.544  99.999  14.898  15.048  14.992  14.974  99.999  99.999  O8 V                            
BI 189              082.739914  -71.059395  12.555  13.332  13.448  13.366  13.384  13.365  13.286  13.020  12.868  12.693  99.999  O8 V((f))                       
lmc1-170            082.778626  -71.179855  13.088  13.971  14.121  14.345  14.420  14.428  14.468  14.453  14.603  14.306  99.999  O8.5 V                          
lmc1-550            082.799248  -71.069473  12.207  12.941  13.231  13.285  13.277  13.328  13.455  13.558  13.538  13.451  13.628  O5 V                            
lmc1-576            082.807961  -71.064224  13.630  14.463  14.624  14.768  99.999  99.999  15.097  15.127  15.086  99.999  99.999  O7.5 V                          
lmc1-504            082.828629  -71.077499  13.825  14.579  14.413  13.927  13.577  13.299  13.039  12.671  12.439  12.256  11.934  O7: Ve                          
BI 190              082.910210  -68.469025  13.121  14.070  14.096  14.165  14.208  14.238  14.213  14.303  14.246  14.331  99.999  O8 V((f))                       
lmc1-703            083.037086  -71.032806  13.610  14.382  14.631  14.839  15.096  15.140  15.274  15.436  15.203  14.927  99.999  O9 V                            
Sk -67 174          083.047836  -67.687698   9.463  13.624  12.007  11.026  12.238  12.331  12.318  12.296  12.246  12.197  99.999  O8 V                            
Sk -68 119          083.173332  -68.904839  12.473  13.534  13.676  13.758  13.893  13.919  13.953  13.950  13.911  14.000  13.809  O9 V                            
Sk -67 191          083.391708  -67.505470  12.153  13.214  13.436  14.838  13.730  13.827  13.901  13.887  13.863  13.859  99.999  O8 V                            
BI 208              083.488876  -67.405609  12.742  13.716  13.921  14.141  14.416  14.493  14.552  14.603  14.607  14.690  99.999  O6 V((f))                       
LH81:W28-5          083.618622  -69.732391  12.795  13.630  13.774  14.063  14.277  14.394  14.409  14.403  14.380  14.362  99.999  O4 V((f+))                      
LH81-43             083.679123  -69.745163  12.735  13.540  13.706  13.992  14.158  14.216  14.256  14.394  14.327  14.296  99.999  O6 V((f))                       
LH81:W28-23         083.708794  -69.775642  12.698  13.596  13.702  13.752  14.106  14.170  14.264  14.189  14.173  14.140  99.999  O3.5 V((f+))                    
BI 223              083.727043  -67.496330  13.170  14.059  14.256  14.391  14.544  14.612  14.611  14.681  14.603  14.550  99.999  O9 V                            
ST2-03              083.917664  -69.207054  13.843  14.524  14.264  13.968  13.825  13.702  13.578  13.460  13.444  13.609  99.999  O5.5 V                          
[ST92]2-11          083.925873  -69.211273  99.999  99.999  99.999  99.999  15.336  15.269  15.038  15.051  14.668  99.999  99.999  O9 V                            
[ST92]2-16          083.929542  -69.219917  15.178  15.974  15.968  99.999  15.656  15.765  15.474  15.533  15.523  99.999  99.999  O8 V                            
[ST92]2-24          083.941544  -69.190445  14.565  15.283  15.285  15.117  15.087  15.154  15.027  15.076  15.080  99.999  99.999  O6 V                            
[ST92]3-31          083.961418  -68.976364  14.422  15.198  15.213  15.202  15.216  15.145  15.321  15.135  15.147  14.669  99.999  O9 V                            
BI 237              084.061165  -67.655365  12.865  13.790  13.830  13.948  13.949  13.989  14.036  13.992  13.982  14.030  99.999  O2 V((f*))                      
Sk -69 216a         084.128128  -69.815254  12.573  13.316  13.613  13.772  13.913  13.991  13.990  13.983  13.994  14.030  99.999  O6 V((f))                       
BI 245              084.167336  -66.470139  12.505  13.396  13.943  13.748  13.977  14.052  14.091  14.167  14.176  14.266  99.999  O8.5 V                          
BI 246              084.186958  -66.443359  12.714  13.557  13.660  13.722  13.676  13.689  13.671  13.685  13.499  13.680  99.999  O9 V                            
[ST92]1-7           084.371246  -69.144829  15.786  16.517  16.238  15.519  15.039  14.816  14.744  14.582  14.542  99.999  99.999  O7 V                            
